Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Minorshome,TotalMnt,TotalPurchases,TotalCampPar,Age
Graduation,Married,43482.0,2013-11-13,83,18.0,1.0,32.0,6.0,3.0,28.0,3,2,0,4,6,0,0,0,0,0,0,0,3,88.0,6,0,47
Graduation,Single,62551.0,2013-11-18,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,1,0,0,0,0,0,0,0,421.0,17,1,60
Graduation,Single,52332.0,2013-08-28,63,212.0,5.0,33.0,7.0,0.0,2.0,1,3,2,6,4,0,1,0,0,0,0,0,0,259.0,11,1,54
Graduation,Single,66951.0,2013-11-02,46,277.0,162.0,305.0,173.0,76.0,124.0,1,3,4,7,1,0,0,0,0,0,0,0,0,1117.0,14,0,25
Graduation,Married,26091.0,2014-02-25,84,15.0,10.0,19.0,8.0,17.0,20.0,3,2,1,3,5,0,0,0,0,0,0,0,2,89.0,6,0,57
Graduation,Married,33456.0,2014-04-21,58,7.0,3.0,10.0,8.0,1.0,7.0,2,1,0,3,7,0,0,0,0,0,0,0,2,36.0,4,0,49
Graduation,Married,28718.0,2013-07-13,78,12.0,4.0,6.0,11.0,8.0,16.0,2,2,0,3,8,0,0,0,0,0,0,0,1,57.0,5,0,31
Graduation,Married,50447.0,2014-04-21,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,0,0,0,0,0,2,148.0,7,0,44
PhD,Married,53537.0,2014-01-30,17,81.0,0.0,6.0,0.0,0.0,6.0,2,2,1,3,5,0,0,0,0,0,0,0,2,93.0,6,0,55
Graduation,Single,52074.0,2014-04-04,77,59.0,0.0,12.0,0.0,0.0,48.0,1,2,2,2,4,1,0,0,0,0,0,0,1,119.0,6,1,47
PhD,Married,80427.0,2012-09-12,56,1149.0,71.0,449.0,69.0,71.0,26.0,1,11,8,8,5,0,0,0,0,0,0,0,1,1835.0,27,0,37
PhD,Married,83837.0,2012-12-16,79,847.0,66.0,119.0,86.0,89.0,111.0,1,9,10,5,4,0,1,0,1,0,0,1,0,1318.0,24,2,64
PhD,Married,38853.0,2014-05-23,90,29.0,0.0,14.0,0.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,0,2,45.0,5,0,44
Graduation,Married,38285.0,2014-06-24,96,2.0,0.0,5.0,2.0,0.0,1.0,1,0,0,3,2,0,0,0,0,0,0,0,3,10.0,3,0,55
2n Cycle,Married,78497.0,2013-12-01,44,207.0,26.0,447.0,75.0,0.0,223.0,1,5,7,12,2,0,0,0,1,0,0,0,0,978.0,24,1,62
PhD,Married,51650.0,2014-05-11,81,152.0,3.0,22.0,2.0,5.0,7.0,1,4,1,4,5,0,0,0,0,0,0,0,1,191.0,9,0,38
2n Cycle,Married,16248.0,2014-05-10,77,12.0,11.0,10.0,3.0,12.0,9.0,3,2,1,3,6,0,0,0,0,0,0,0,1,57.0,6,0,26
Master,Married,66835.0,2013-09-28,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,0,0,0,0,0,0,0,0,1033.0,23,0,67
Master,Married,30477.0,2014-01-22,16,47.0,1.0,6.0,0.0,0.0,12.0,1,1,1,3,6,0,0,0,0,0,0,0,1,66.0,5,0,30
High School,Married,28249.0,2014-06-15,80,1.0,9.0,7.0,2.0,14.0,10.0,1,2,0,3,6,0,0,0,0,0,0,0,0,43.0,5,0,53
Graduation,Married,25271.0,2012-12-05,45,10.0,1.0,18.0,10.0,4.0,7.0,1,1,1,2,9,0,0,0,0,0,0,0,1,50.0,4,0,29
PhD,Single,32303.0,2014-03-08,63,35.0,0.0,2.0,0.0,0.0,2.0,2,1,0,4,5,0,0,0,0,0,0,0,1,39.0,5,0,44
Graduation,Married,61286.0,2013-08-02,34,356.0,0.0,107.0,19.0,9.0,117.0,2,7,1,8,5,0,0,0,0,0,0,0,1,608.0,16,0,47
Graduation,Married,74068.0,2013-03-19,14,783.0,30.0,537.0,140.0,76.0,15.0,1,4,10,9,2,0,0,0,0,0,0,0,0,1581.0,23,0,37
PhD,Married,45759.0,2013-02-23,13,42.0,1.0,18.0,3.0,0.0,4.0,2,2,0,3,7,0,0,0,0,0,0,0,2,68.0,5,0,49
High School,Married,24882.0,2012-09-09,52,1.0,4.0,10.0,29.0,0.0,36.0,1,1,1,2,6,1,0,0,0,0,0,0,1,80.0,4,1,34
PhD,Married,66973.0,2013-05-17,98,466.0,22.0,432.0,147.0,113.0,102.0,1,8,7,12,3,0,0,0,0,0,0,0,0,1282.0,27,0,24
2n Cycle,Single,36640.0,2013-09-26,99,15.0,6.0,8.0,7.0,4.0,25.0,1,2,1,2,5,0,0,0,0,0,1,0,1,65.0,5,0,64
Graduation,Married,38872.0,2013-05-30,93,23.0,3.0,21.0,3.0,19.0,22.0,2,3,0,3,8,0,0,0,0,0,0,0,1,91.0,6,0,25
Graduation,Married,51148.0,2013-02-18,38,235.0,6.0,45.0,8.0,9.0,12.0,4,5,1,6,6,0,0,0,0,0,0,0,2,315.0,12,0,40
Graduation,Married,31353.0,2013-12-29,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,0,0,0,0,0,2,31.0,4,0,36
Master,Married,69661.0,2014-05-13,80,656.0,16.0,106.0,32.0,16.0,8.0,1,7,3,12,3,0,0,0,0,0,0,0,0,834.0,22,0,34
Graduation,Married,80067.0,2013-09-19,82,519.0,17.0,813.0,27.0,173.0,51.0,1,4,6,6,2,0,0,1,0,0,0,0,0,1600.0,16,1,59
Graduation,Married,86718.0,2013-01-17,20,344.0,189.0,482.0,50.0,33.0,172.0,1,5,6,5,2,0,0,0,0,0,0,0,0,1270.0,16,0,59
PhD,Single,46854.0,2014-03-31,81,96.0,1.0,79.0,7.0,1.0,79.0,6,5,1,3,8,1,0,0,0,0,0,1,2,263.0,9,1,41
Graduation,Single,69142.0,2014-06-29,50,448.0,4.0,34.0,6.0,4.0,39.0,3,8,1,7,5,0,1,0,0,0,0,0,1,535.0,16,1,62
Graduation,Single,75922.0,2013-12-09,60,265.0,138.0,553.0,224.0,23.0,92.0,1,4,4,9,1,0,0,0,0,0,0,0,0,1295.0,17,0,45
Graduation,Single,63693.0,2013-10-14,63,587.0,43.0,337.0,42.0,87.0,54.0,3,11,6,9,6,0,0,0,0,0,0,0,1,1150.0,26,0,35
PhD,Married,102160.0,2012-11-02,54,763.0,29.0,138.0,76.0,176.0,58.0,0,7,9,10,4,0,1,1,1,0,0,1,0,1240.0,26,3,35
PhD,Single,40637.0,2013-07-17,72,22.0,0.0,13.0,0.0,0.0,3.0,2,1,0,3,7,0,0,0,0,0,0,0,2,38.0,4,0,48
Master,Single,18890.0,2012-11-10,5,6.0,4.0,1.0,7.0,2.0,15.0,1,0,1,2,6,1,0,0,0,0,0,1,0,35.0,3,1,28
Graduation,Married,29604.0,2013-12-08,88,7.0,6.0,13.0,7.0,6.0,14.0,1,1,0,3,9,1,0,0,0,0,0,0,1,53.0,4,1,25
Master,Single,48721.0,2013-05-13,50,81.0,18.0,113.0,47.0,13.0,21.0,6,4,2,5,6,0,0,0,0,0,0,0,2,293.0,11,0,50
Graduation,Married,44794.0,2014-06-08,99,54.0,0.0,7.0,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,0,1,65.0,5,0,48
Graduation,Single,64497.0,2012-09-10,17,1170.0,48.0,320.0,42.0,32.0,192.0,5,11,4,9,8,1,0,0,0,0,0,1,1,1804.0,24,1,58
Graduation,Married,46097.0,2013-03-31,11,72.0,24.0,68.0,65.0,4.0,8.0,5,3,1,6,4,0,0,0,0,0,0,0,1,241.0,10,0,57
Graduation,Married,77972.0,2014-03-18,18,613.0,22.0,319.0,33.0,102.0,12.0,1,4,6,9,1,0,0,0,0,0,0,0,0,1101.0,19,0,60
PhD,Married,44377.0,2012-10-05,70,224.0,0.0,30.0,0.0,0.0,10.0,8,5,1,5,8,0,0,0,0,0,0,0,2,264.0,11,0,44
Master,Married,46014.0,2013-01-21,21,410.0,0.0,59.0,19.0,9.0,44.0,10,7,1,8,7,0,0,0,0,0,0,0,2,541.0,16,0,39
Graduation,Married,70951.0,2013-05-04,66,239.0,10.0,554.0,254.0,87.0,54.0,1,3,4,9,1,0,0,0,0,0,0,0,0,1198.0,16,0,28
Graduation,Married,41443.0,2014-04-01,79,171.0,7.0,171.0,25.0,19.0,89.0,6,8,1,5,8,0,0,0,0,0,0,0,1,482.0,14,0,37
2n Cycle,Single,52195.0,2014-05-12,2,12.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,3,17.0,3,0,36
Master,Married,83790.0,2013-11-15,81,1076.0,16.0,417.0,42.0,48.0,16.0,1,8,10,6,3,0,1,1,0,0,0,0,0,1615.0,24,2,65
Master,Single,44551.0,2013-08-31,24,182.0,4.0,33.0,0.0,0.0,66.0,2,4,1,5,7,0,0,0,0,0,0,0,1,285.0,10,0,59
Graduation,Married,69508.0,2012-11-14,48,824.0,32.0,162.0,42.0,32.0,43.0,2,11,4,11,6,0,0,0,0,0,0,0,1,1135.0,26,0,32
2n Cycle,Married,45204.0,2014-04-11,93,30.0,11.0,25.0,29.0,1.0,18.0,1,1,1,4,3,0,0,0,0,0,0,0,1,114.0,6,0,26
Graduation,Married,72460.0,2013-11-14,56,377.0,10.0,540.0,80.0,30.0,10.0,1,3,5,7,1,0,0,0,0,0,0,0,0,1047.0,15,0,44
PhD,Married,77622.0,2014-04-14,3,520.0,7.0,154.0,19.0,0.0,14.0,2,6,3,11,3,0,0,0,0,0,0,0,2,714.0,20,0,44
PhD,Married,30732.0,2013-01-05,44,155.0,1.0,25.0,0.0,1.0,3.0,4,4,1,4,8,0,0,0,0,0,0,0,1,185.0,9,0,33
Graduation,Single,63887.0,2012-09-08,38,897.0,23.0,207.0,15.0,11.0,92.0,5,9,6,12,6,0,0,0,0,0,0,0,1,1245.0,27,0,50
Graduation,Married,42011.0,2013-03-26,46,131.0,0.0,16.0,2.0,1.0,39.0,4,3,1,4,8,0,0,0,0,0,0,0,1,189.0,8,0,35
Graduation,Married,51369.0,2012-10-25,84,297.0,7.0,79.0,0.0,11.0,182.0,2,8,2,4,8,0,0,0,0,0,0,0,1,576.0,14,0,36
Graduation,Single,51537.0,2012-12-09,27,787.0,20.0,204.0,0.0,0.0,92.0,3,2,2,11,8,0,0,0,0,0,0,0,1,1103.0,15,0,60
PhD,Married,79930.0,2012-08-08,72,792.0,86.0,740.0,67.0,51.0,17.0,1,3,5,8,2,0,0,0,0,0,0,0,0,1753.0,16,0,40
PhD,Married,34320.0,2014-02-16,66,4.0,1.0,9.0,3.0,0.0,0.0,1,1,0,2,8,0,0,0,0,0,0,0,1,17.0,3,0,28
Graduation,Single,37070.0,2013-03-20,30,231.0,7.0,137.0,4.0,15.0,39.0,9,5,1,8,7,0,0,0,0,0,0,1,2,433.0,14,0,47
2n Cycle,Single,81975.0,2013-01-05,2,983.0,76.0,184.0,180.0,138.0,27.0,1,6,3,4,7,0,0,1,0,0,0,0,1,1588.0,13,1,51
Graduation,Married,38590.0,2013-05-15,65,3.0,1.0,8.0,4.0,3.0,3.0,1,1,0,2,8,0,0,0,0,0,0,0,1,22.0,3,0,42
Graduation,Single,15033.0,2014-04-16,37,0.0,4.0,5.0,6.0,0.0,4.0,1,1,0,3,3,0,0,0,0,0,0,0,0,19.0,4,0,63
PhD,Married,62745.0,2013-03-23,89,562.0,21.0,464.0,28.0,10.0,32.0,3,7,8,11,5,0,0,0,0,0,0,0,1,1117.0,26,0,48
2n Cycle,Married,22212.0,2013-12-09,49,5.0,9.0,20.0,6.0,8.0,21.0,2,2,0,4,6,0,0,0,0,0,0,0,1,69.0,6,0,38
Master,Married,23661.0,2013-12-04,46,18.0,0.0,4.0,0.0,0.0,1.0,1,1,0,3,7,0,0,0,0,0,0,0,1,23.0,4,0,31
PhD,Single,79761.0,2013-10-04,32,415.0,5.0,124.0,15.0,35.0,11.0,1,5,2,11,3,0,0,0,0,0,0,0,1,605.0,18,0,55
Graduation,Single,7500.0,2013-12-26,54,5.0,3.0,10.0,12.0,7.0,20.0,4,3,1,3,7,0,0,0,0,0,0,0,1,57.0,7,0,40
2n Cycle,Single,60182.0,2014-05-17,23,8.0,0.0,5.0,7.0,0.0,2.0,1,1,0,2,4,0,0,0,0,0,0,0,1,22.0,3,0,64
Graduation,Single,73455.0,2013-10-28,98,901.0,61.0,757.0,186.0,163.0,20.0,1,6,5,10,3,0,1,0,0,0,0,0,0,2088.0,21,1,45
Graduation,Married,64961.0,2012-12-23,97,382.0,114.0,276.0,75.0,124.0,38.0,2,6,4,4,3,0,0,0,0,0,0,0,1,1009.0,14,0,54
Graduation,Single,22804.0,2013-07-31,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,0,0,0,0,0,0,0,1,26.0,4,0,42
Graduation,Married,73687.0,2013-11-28,8,559.0,153.0,503.0,218.0,13.0,181.0,1,3,9,9,2,0,0,0,1,0,0,1,0,1627.0,21,1,23
Graduation,Married,61074.0,2012-08-17,37,789.0,0.0,133.0,0.0,28.0,152.0,7,11,5,8,7,0,0,0,0,0,0,0,1,1102.0,24,0,54
PhD,Married,31686.0,2014-06-05,31,11.0,0.0,5.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,0,2,17.0,4,0,50
Graduation,Married,80134.0,2013-05-20,40,1218.0,16.0,272.0,104.0,0.0,80.0,2,5,3,6,6,0,1,1,1,0,0,1,1,1690.0,14,3,41
Graduation,Married,75027.0,2013-01-09,74,925.0,64.0,179.0,133.0,12.0,77.0,2,9,4,6,5,0,0,0,0,0,0,0,1,1390.0,19,0,60
PhD,Married,67546.0,2012-08-31,90,864.0,134.0,768.0,150.0,38.0,172.0,1,4,10,5,3,0,0,0,0,0,0,0,0,2126.0,19,0,24
Master,Married,65176.0,2012-10-29,57,960.0,28.0,183.0,220.0,70.0,70.0,4,9,6,6,6,0,0,0,0,0,0,0,1,1531.0,21,0,43
Master,Single,31160.0,2013-09-16,59,16.0,3.0,25.0,6.0,1.0,13.0,2,2,0,3,8,0,0,0,0,0,0,0,1,64.0,5,0,38
Graduation,Single,29938.0,2013-10-27,52,3.0,3.0,7.0,0.0,2.0,11.0,2,1,0,3,6,0,0,0,0,0,0,0,1,26.0,4,0,28
Graduation,Single,102692.0,2013-04-05,5,168.0,148.0,444.0,32.0,172.0,148.0,1,6,9,13,2,0,1,1,1,1,0,1,0,1112.0,28,4,39
2n Cycle,Married,26490.0,2012-09-22,92,45.0,47.0,52.0,21.0,20.0,25.0,2,3,1,5,6,0,0,0,0,0,0,0,0,210.0,9,0,54
Graduation,Married,75702.0,2012-08-29,77,650.0,28.0,353.0,45.0,42.0,30.0,5,4,6,11,8,0,0,0,0,0,0,0,2,1148.0,21,0,45
PhD,Single,30899.0,2012-10-13,35,24.0,0.0,8.0,0.0,0.0,1.0,2,1,0,3,6,0,0,0,0,0,0,0,1,33.0,4,0,38
PhD,Married,63342.0,2012-10-16,48,918.0,21.0,118.0,13.0,10.0,21.0,3,8,3,5,6,0,1,0,0,0,0,0,1,1101.0,16,1,51
Graduation,Single,45989.0,2012-10-22,97,138.0,33.0,87.0,28.0,24.0,12.0,4,3,2,7,3,0,0,0,0,0,0,0,1,322.0,12,0,48
Graduation,Single,18701.0,2013-06-04,95,12.0,4.0,2.0,10.0,6.0,10.0,4,2,0,4,5,0,0,0,0,0,0,0,2,44.0,6,0,49
PhD,Single,40737.0,2013-12-08,24,11.0,0.0,4.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,3,17.0,3,0,56
Graduation,Single,15287.0,2012-10-10,60,1.0,2.0,8.0,4.0,3.0,13.0,2,1,1,2,7,1,0,0,0,0,0,1,1,31.0,4,1,33
PhD,Single,69674.0,2013-05-22,46,554.0,41.0,215.0,11.0,0.0,24.0,3,10,2,10,5,0,0,0,0,0,0,0,2,845.0,22,0,45
Master,Married,44159.0,2014-06-17,85,167.0,2.0,62.0,24.0,13.0,7.0,4,4,1,6,5,0,0,0,0,0,0,0,1,275.0,11,0,44
PhD,Married,37717.0,2012-11-23,31,9.0,0.0,6.0,4.0,1.0,5.0,1,1,0,2,9,0,0,0,0,0,0,0,1,25.0,3,0,34
Master,Married,43776.0,2013-02-03,9,177.0,2.0,71.0,3.0,2.0,20.0,6,5,2,4,8,0,0,0,0,0,0,1,2,275.0,11,0,61
Master,Married,38179.0,2013-03-14,30,38.0,4.0,22.0,4.0,2.0,20.0,4,3,1,3,7,0,0,0,0,0,0,0,2,90.0,7,0,47
Graduation,Married,80124.0,2014-06-26,47,483.0,84.0,398.0,205.0,84.0,241.0,1,3,7,8,1,1,0,0,0,0,0,0,0,1495.0,18,1,51
PhD,Married,38097.0,2012-10-15,70,77.0,2.0,35.0,0.0,1.0,69.0,4,3,2,2,7,1,0,0,0,0,0,1,2,184.0,7,1,42
Graduation,Married,72940.0,2013-06-19,13,182.0,74.0,298.0,162.0,149.0,116.0,1,3,3,6,1,0,0,0,0,0,0,0,0,981.0,12,0,43
Graduation,Married,22070.0,2013-10-04,11,10.0,7.0,19.0,8.0,2.0,21.0,2,2,2,2,6,0,0,0,0,0,0,0,1,67.0,6,0,43
Graduation,Single,69267.0,2012-09-22,31,778.0,44.0,499.0,95.0,73.0,146.0,2,3,4,5,7,0,0,0,0,0,0,1,0,1635.0,12,0,59
Master,Single,31788.0,2014-03-20,15,16.0,7.0,23.0,0.0,8.0,6.0,3,3,0,4,5,0,0,0,0,0,1,0,1,60.0,7,0,31
PhD,Married,61905.0,2014-02-04,2,167.0,0.0,43.0,6.0,2.0,13.0,2,4,2,4,5,0,0,0,0,0,0,0,1,231.0,10,0,39
Graduation,Married,29315.0,2014-04-06,55,13.0,2.0,14.0,8.0,7.0,4.0,4,2,0,4,6,0,0,0,0,0,0,0,2,48.0,6,0,54
Graduation,Single,33378.0,2013-02-06,38,33.0,6.0,40.0,3.0,7.0,10.0,3,2,0,4,7,0,0,0,0,0,0,0,2,99.0,6,0,50
PhD,Married,66313.0,2013-09-16,86,625.0,7.0,99.0,10.0,22.0,7.0,2,6,3,12,4,0,0,0,0,0,0,0,1,770.0,21,0,50
Graduation,Single,60714.0,2013-01-17,56,216.0,162.0,224.0,101.0,92.0,162.0,2,7,4,10,5,0,0,0,0,0,0,1,0,957.0,21,0,57
Master,Married,77882.0,2014-04-30,29,68.0,129.0,396.0,188.0,22.0,15.0,1,3,3,5,1,0,0,0,0,0,0,0,0,818.0,11,0,33
PhD,Single,69867.0,2013-04-02,30,196.0,0.0,512.0,33.0,130.0,54.0,1,3,5,8,1,0,0,0,1,0,0,1,0,925.0,16,1,27
Master,Single,63841.0,2013-04-21,64,635.0,15.0,100.0,20.0,7.0,131.0,1,9,3,9,6,0,0,0,0,0,0,0,1,908.0,21,0,45
High School,Married,24480.0,2013-02-11,46,4.0,19.0,9.0,28.0,25.0,17.0,3,3,0,4,7,0,0,0,0,0,0,0,1,102.0,7,0,32
Graduation,Married,51369.0,2012-10-25,84,297.0,7.0,79.0,0.0,11.0,182.0,2,8,2,4,8,0,0,0,0,0,0,0,1,576.0,14,0,36
Graduation,Married,37760.0,2012-08-31,20,84.0,5.0,38.0,150.0,12.0,28.0,2,4,1,6,7,0,0,0,0,0,0,0,0,317.0,11,0,66
PhD,Married,65640.0,2014-03-01,74,204.0,7.0,149.0,20.0,15.0,66.0,1,5,1,8,2,0,0,0,0,0,0,0,1,461.0,14,0,40
Master,Married,44319.0,2014-04-17,18,26.0,0.0,8.0,0.0,0.0,3.0,2,2,0,3,5,0,0,0,0,0,0,0,2,37.0,5,0,39
Graduation,Married,30631.0,2013-07-12,75,15.0,6.0,20.0,4.0,5.0,20.0,1,3,1,2,7,0,0,0,0,0,0,0,1,70.0,6,0,39
Graduation,Married,75278.0,2013-01-29,17,304.0,98.0,230.0,150.0,74.0,74.0,1,6,3,13,3,0,0,0,0,0,0,0,0,930.0,22,0,61
Master,Married,50898.0,2013-01-08,88,285.0,28.0,242.0,55.0,114.0,135.0,13,6,2,12,5,0,0,0,0,0,0,0,2,859.0,20,0,57
Graduation,Single,79946.0,2014-05-12,19,395.0,183.0,565.0,166.0,141.0,28.0,1,5,11,5,3,0,0,0,0,0,0,0,0,1478.0,21,0,48
Master,Single,35416.0,2013-06-13,62,248.0,3.0,81.0,4.0,3.0,51.0,3,7,1,5,8,0,0,0,0,0,0,0,0,390.0,13,0,64
2n Cycle,Married,32414.0,2013-07-04,11,20.0,6.0,5.0,0.0,9.0,12.0,1,1,0,3,7,1,0,0,0,0,0,0,0,52.0,4,1,29
Graduation,Married,38361.0,2013-12-27,74,39.0,0.0,56.0,20.0,8.0,14.0,3,3,1,3,7,0,0,0,0,0,0,0,1,137.0,7,0,44
Graduation,Married,82497.0,2012-10-31,32,777.0,129.0,573.0,216.0,21.0,203.0,1,2,7,9,4,0,0,1,0,0,0,0,0,1919.0,18,1,32
Graduation,Married,16626.0,2014-01-15,76,8.0,3.0,22.0,21.0,1.0,13.0,3,3,0,3,9,0,0,0,0,0,0,0,2,68.0,6,0,43
Graduation,Married,29672.0,2013-03-12,6,9.0,1.0,3.0,0.0,4.0,8.0,1,0,0,3,6,0,0,0,0,0,0,0,2,25.0,3,0,48
Master,Married,55951.0,2012-08-23,62,1241.0,0.0,80.0,0.0,13.0,40.0,3,3,6,11,8,0,1,0,0,1,0,0,1,1374.0,20,2,60
2n Cycle,Single,35388.0,2013-03-07,20,6.0,4.0,7.0,4.0,3.0,8.0,1,1,0,3,7,0,0,0,0,0,0,0,1,32.0,4,0,25
Master,Married,42386.0,2013-01-13,43,65.0,4.0,16.0,0.0,4.0,11.0,1,3,0,3,8,0,0,0,0,0,0,0,1,100.0,6,0,27
Graduation,Single,68627.0,2013-01-12,45,395.0,15.0,263.0,60.0,54.0,38.0,1,2,3,6,1,0,0,0,0,0,0,0,0,825.0,11,0,31
PhD,Single,57912.0,2014-03-17,34,801.0,0.0,80.0,0.0,0.0,35.0,5,8,3,12,5,0,1,0,0,0,0,0,1,916.0,23,1,49
Graduation,Single,35246.0,2014-04-16,53,36.0,0.0,12.0,2.0,2.0,10.0,4,3,1,3,5,0,0,0,0,0,0,0,2,62.0,7,0,56
2n Cycle,Married,58821.0,2013-10-12,44,513.0,14.0,154.0,19.0,0.0,28.0,1,9,2,9,6,0,0,0,0,0,0,0,1,728.0,20,0,57
PhD,Married,46377.0,2014-03-01,89,37.0,0.0,46.0,4.0,3.0,0.0,1,2,1,3,4,0,0,0,0,0,0,0,1,90.0,6,0,36
Graduation,Single,39747.0,2014-04-13,43,80.0,15.0,93.0,20.0,13.0,52.0,3,5,1,4,8,0,0,0,0,0,0,0,1,273.0,10,0,26
Graduation,Married,23976.0,2013-12-27,68,14.0,1.0,21.0,2.0,3.0,25.0,3,3,1,3,7,0,0,0,0,0,0,0,1,66.0,7,0,29
Master,Married,80950.0,2013-03-28,44,525.0,147.0,112.0,219.0,147.0,63.0,1,6,7,9,2,0,0,0,1,0,0,0,0,1213.0,22,1,52
Graduation,Single,27038.0,2012-09-18,64,1.0,26.0,25.0,17.0,23.0,15.0,1,3,0,3,9,0,0,0,0,0,0,1,0,107.0,6,0,46
Graduation,Single,77457.0,2014-03-05,85,675.0,11.0,400.0,15.0,45.0,11.0,1,2,5,10,1,0,0,1,0,0,0,0,0,1157.0,17,1,67
Master,Married,64100.0,2013-09-10,93,509.0,0.0,27.0,0.0,0.0,10.0,1,8,3,6,7,0,1,0,0,0,0,0,1,546.0,17,1,49
Master,Married,42670.0,2013-04-27,12,154.0,2.0,46.0,20.0,4.0,15.0,1,4,2,4,4,0,0,0,0,0,0,0,0,241.0,10,0,21
Graduation,Single,12571.0,2014-01-18,86,3.0,5.0,14.0,2.0,12.0,17.0,4,3,1,3,6,0,0,0,0,0,0,0,1,53.0,7,0,38
Graduation,Married,22574.0,2013-10-28,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,0,0,0,0,0,0,3,37.0,5,0,46
Graduation,Married,51687.459375,2013-06-03,69,861.0,138.0,461.0,60.0,30.0,61.0,1,6,5,12,3,0,1,0,1,0,0,0,0,1611.0,23,2,24
Master,Single,70893.0,2013-02-06,42,768.0,44.0,561.0,77.0,44.0,14.0,1,6,6,10,3,0,0,0,0,0,0,0,0,1508.0,22,0,37
Graduation,Married,54198.0,2013-12-17,13,185.0,0.0,28.0,3.0,2.0,17.0,6,3,1,6,4,0,0,0,0,0,0,0,2,235.0,10,0,47
Master,Married,28839.0,2014-03-11,86,24.0,0.0,7.0,0.0,0.0,1.0,2,2,0,3,5,0,0,0,0,0,0,0,2,32.0,5,0,58
Graduation,Married,40321.0,2013-07-29,59,44.0,4.0,21.0,6.0,0.0,27.0,2,3,0,3,7,0,0,0,0,0,0,0,2,102.0,6,0,41
Graduation,Single,66503.0,2012-08-14,30,91.0,64.0,128.0,65.0,3.0,50.0,2,4,3,6,3,0,0,0,0,0,0,0,1,401.0,13,0,27
Graduation,Married,30833.0,2013-07-16,33,11.0,0.0,7.0,3.0,1.0,6.0,2,1,0,3,5,0,0,0,0,0,0,0,2,28.0,4,0,62
Graduation,Single,51687.459375,2013-08-23,67,738.0,20.0,172.0,52.0,50.0,20.0,6,2,3,10,7,0,1,0,1,0,0,0,3,1052.0,15,2,43
Graduation,Married,64795.0,2013-01-17,23,412.0,5.0,119.0,38.0,29.0,77.0,3,3,3,12,2,0,0,0,0,0,0,0,1,680.0,18,0,42
Graduation,Married,34421.0,2013-07-01,81,3.0,3.0,7.0,6.0,2.0,9.0,1,1,0,2,7,0,0,0,0,0,0,0,1,30.0,3,0,39
PhD,Single,47025.0,2014-02-09,6,16.0,0.0,3.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,2,20.0,3,0,49
PhD,Single,64325.0,2013-02-07,41,731.0,60.0,353.0,78.0,12.0,73.0,5,10,3,5,7,0,0,0,0,0,0,0,1,1307.0,18,0,52
Graduation,Single,40464.0,2013-01-11,78,424.0,17.0,118.0,7.0,23.0,41.0,6,8,2,8,8,0,0,0,0,0,0,0,1,630.0,18,0,60
Graduation,Married,62187.0,2013-07-05,49,792.0,0.0,275.0,45.0,45.0,126.0,1,4,8,5,3,0,0,0,0,0,0,0,0,1283.0,17,0,56
PhD,Single,14849.0,2013-07-02,39,21.0,2.0,28.0,3.0,2.0,9.0,3,2,0,4,8,0,0,0,0,0,0,0,1,65.0,6,0,37
Graduation,Married,27255.0,2013-11-07,3,22.0,1.0,11.0,0.0,1.0,2.0,1,1,0,3,7,0,0,0,0,0,0,0,1,37.0,4,0,29
PhD,Married,54432.0,2013-05-09,37,33.0,0.0,5.0,0.0,0.0,0.0,1,1,0,3,4,0,0,0,0,0,0,0,3,38.0,4,0,63
PhD,Single,29999.0,2013-02-13,22,68.0,7.0,59.0,10.0,5.0,11.0,4,3,1,4,8,0,0,0,0,0,0,0,1,160.0,8,0,27
Graduation,Single,24072.0,2013-04-16,79,9.0,1.0,6.0,3.0,0.0,4.0,1,1,0,2,8,0,0,0,0,0,0,0,1,23.0,3,0,30
PhD,Single,33996.0,2013-09-11,46,40.0,2.0,15.0,8.0,0.0,6.0,1,1,1,3,4,0,0,0,0,0,0,0,0,71.0,5,0,24
PhD,Married,66334.0,2013-04-03,82,909.0,11.0,218.0,0.0,0.0,23.0,2,9,3,5,5,0,0,0,0,0,0,1,1,1161.0,17,0,57
